ID,取引価格（総額）_log
1006507,6.95138265307228
1006539,7.522032113899832
1006540,7.522032113899832
1006541,7.522032113899832
1006543,7.522032113899832
1006544,7.388621004636
1006550,6.985347699131363
1006552,7.035567410947552
1006554,7.349823057847106
1006557,7.5516406895104495
1006700,7.1662902580454935
1006702,6.82411890251844
1006705,6.871614895873011
1006864,7.417837652220483
1006868,7.5199109590298505
1006873,7.227288206133545
1006878,7.057209367612459
1006882,7.446637831327029
1006886,7.320634039069263
1007132,7.396670691172624
1007142,6.3602677660051015
1007146,7.908530855938272
1007279,7.2453286026962855
1007281,7.40580544751407
1007507,7.351060011013799
1007790,7.132330024134297
1007955,7.543795722821629
1007964,7.578428435389701
1008083,7.15788198708895
1008173,6.889697281094049
1008232,6.581181484012782
1008318,7.310321720288633
1008412,6.4197914879763385
1008414,6.848468413637635
1008538,7.538734563128561
1008576,7.480586299022764
1008579,7.51452835027188
1008583,7.280063864219916
1008672,6.8355702132760285
1008742,7.531124308212428
1008744,6.952594417910439
1008746,7.451284798108013
1008750,7.3593899956901145
1008752,7.032559582837365
1008950,7.353749768669444
1009014,7.393614928775944
1009016,6.976925156239925
1009018,7.143473636586321
1009019,7.239924516292435
1009268,6.895645323026097
1009269,7.05319413288641
1009271,6.646672448990004
1009436,6.7251317948211495
1009439,7.034041569012804
1009729,7.075872219846341
1009731,7.105742704963441
1010124,7.229112343931528
1010126,6.462134310202412
1010134,6.370046046620411
1010136,7.387274569645509
1010138,6.89903309990483
1010309,7.055515052464424
1010311,7.082440434523556
1010313,7.498130082931523
1010315,7.403664768965764
1010376,6.46046674708091
1010379,6.893161429351825
1010446,7.463353071530823
1010449,7.3241725324329945
1010512,6.647281640502277
1010515,6.626272335076659
1010517,6.6619963986999
1010527,6.573887243707476
1010528,6.543974857254145
1010619,6.578643577951598
1010622,6.523792405502459
1010687,6.437843289399754
1010762,6.695143560768256
1010764,7.1197733156444984
1010766,6.950230977021738
1010768,6.796210218477077
1011128,6.448423789433605
1011133,6.485651259126241
1011199,7.24630889998595
1011203,7.385819278892423
1011207,7.2059525647874425
1011211,7.235506407305889
1011215,6.509062007248441
1011219,7.239234643773814
1011223,6.608331404985239
1011227,7.611761431123053
1011231,7.452566549046598
1011541,7.029374975988855
1011555,6.423323328131833
1011559,7.264244007406811
1011700,6.945808302708203
1011703,7.06123335177798
1012152,6.969102873052741
1012159,6.874937747288986
1012161,7.028993695503581
1012163,6.961528500492005
1012165,7.47041437094386
1012213,7.21730936331146
1012284,6.857074434992501
1012399,7.044769190358478
1012401,6.838839586880326
1012403,6.860076038224189
1012440,6.761847975481483
1012527,6.980140352884413
1012531,6.741535935430566
1012537,6.678506819918591
1012540,7.204044852059595
1012543,7.5249985017069205
1012669,7.043159196322676
1012749,6.554885878036059
1012752,7.339665898887154
1012833,6.932177665923224
1012890,7.318371410711189
1012947,6.407809920966217
1012951,7.463660648616835
1012978,6.831861181945444
1014499,6.969447769275752
1015457,7.341928785052845
1015745,7.020115639637307
1015748,7.100109065703994
1016277,6.567502969788177
1016470,6.8766433230024475
1016472,7.091876293111829
1016474,6.828282340558087
1019658,6.898901449730404
1019675,7.535402228112826
1019678,6.543684982153208
1019681,7.382753332262581
1019742,7.334669360185058
1019830,7.207533407762895
1019861,7.202265320338266
1019864,6.716383603823406
1019866,7.273286947491467
1019995,7.372269553315891
1019997,7.309329848030535
1020142,7.076705806740849
1020232,7.350508924154256
1020332,7.3341927816296835
1020446,7.3415524881554415
1020841,7.219466468420896
1021600,6.600780716609036
1021602,6.596344545125628
1021901,7.34426142365923
1021903,7.358930153856944
1022334,7.33780355974202
1022763,7.349477021638842
1022770,7.422826469817167
1023047,7.112170157944255
1023101,6.385785680500133
1023297,7.166911808084623
1023440,7.266540147124327
1024082,7.440325725105228
1024245,7.135990373686427
1026033,6.951671523708111
1026787,6.975420965276732
1026812,6.872627544229463
1027646,7.493028595821455
1027647,7.272704085371576
1027704,6.875185892513082
1027776,7.431910777380236
1027799,7.113310748546629
1027942,7.381452527364644
1028009,7.232058841144667
1028015,7.157889842626225
1028081,7.370997861525719
1028292,6.739134157852462
1028413,7.202716101532763
1029998,7.0242772495384775
1030191,6.763603309038919
1030478,6.90420258934814
1030480,7.407474383919188
1030592,6.621117024797017
1030768,6.853245378966563
1030771,6.967310038673855
1030774,7.13889392650171
1030777,7.319541304042925
1030781,6.476563402110221
1030782,6.5693223203166005
1030784,7.198748153960282
1030931,7.405215630938695
1030938,7.314728345484888
1030941,7.3305228382454
1030944,7.367547188407781
1030949,7.396254664077679
1030950,7.005109457434977
1030952,7.27025659179072
1031045,7.403844040092614
1031050,7.138987244449564
1031175,6.921825296824541
1031186,7.3372682376569465
1031273,7.10635191316852
1031340,7.4635975664778655
1031547,7.396036100438358
1031573,6.543239643728621
1031576,6.825992763036663
1031580,7.179354335301036
1031584,6.69067447291403
1031588,7.107473298688527
1031592,7.260807396639357
1031723,7.394726624325272
1031771,7.198615973978048
1031842,6.9062656365398984
1031845,6.679391144358204
1031912,6.64371578131091
1031946,7.249553964715048
1032027,7.38340487560416
1032030,6.5494220281515405
1032499,7.031714991271025
1032501,6.8495643957931875
1032503,7.400654295816901
1032562,6.425724597816289
1032624,7.337114866942477
1032625,6.415006376920696
1032627,6.481759777933852
1032628,7.199150904014867
1032791,7.222561383324257
1032792,7.027426976213975
1032793,7.0697416788100735
1032869,6.9012856222046794
1032891,7.374862840416613
1032892,6.983599839410297
1032894,6.791344079414013
1032895,7.207946789343033
1033010,7.041808508893986
1033014,6.959139357796282
1033345,6.956474641728488
1033435,6.683796382251365
1033496,7.391996175460948
1033497,6.852091069502828
1033868,7.001050508171558
1033874,7.204248640243889
1033880,7.092304565820198
1034000,6.868628136330093
1034117,7.423816487410616
1034592,7.262168326274036
1035163,7.376103602580373
1035562,7.239413966326841
1035699,6.159438266899316
1035756,6.8464505336891825
1035757,7.105127390619992
1035760,6.726797764241464
1035761,6.35023664425735
1035763,7.055830754393124
1035765,6.884140633043474
1035767,7.012140835796142
1036093,6.7905865535150145
1036140,7.193667588931036
1036143,7.228966027391505
1036146,7.323651312519598
1036827,7.035317616777714
1037295,6.548535712262383
1037387,6.746598453690074
1037389,7.361357405366922
1037506,6.93418325605433
1037510,7.2612416153362
1037640,6.318868017058055
1037643,6.484778474702526
1037709,6.959813142444337
1037713,6.94693618473181
1037869,6.662458360358801
1037871,6.715079054149457
1037906,6.844399009393057
1037909,6.832586364098586
1037913,6.893768371991249
1037993,6.950776352245347
1038228,6.899102247698959
1038277,7.332934034434536
1038378,6.320228582124573
1038381,6.993037084563598
1038383,6.273246252323298
1038384,6.1889181620047555
1038777,7.3485390522578875
1038869,6.659363457660877
1038972,7.156130225199589
1039799,7.310362684628983
1039984,7.4016134950048516
1040038,7.244994273149534
1040186,6.814373314920764
1040190,6.975839720377079
1040582,6.845515384719533
1040590,6.60678435856712
1040862,6.752451492605248
1040866,6.8810418417268675
1040868,6.752451492605248
1041389,6.560452589994561
1041391,5.963376644102997
1041889,7.0823581444123995
1041892,6.717972352859234
1042101,6.32708645608662
1042217,7.418635590741465
1042323,6.267286459551525
1042505,7.390568934347748
1042509,6.73275781020655
1042688,6.847647637803625
1043744,7.483133574935921
1043746,7.352971173309262
1043750,7.128375578196956
1044058,6.84499546330302
1044192,6.768417545057144
1044196,6.433995375145364
1044199,7.170439351325195
1044205,7.303107797270805
1044207,7.230674612152984
1044209,7.3047098027557436
1044317,7.0723263821096785
1044319,7.136521652220069
1044320,7.133309677713898
1044323,7.136521652220069
1044329,6.365953336729223
1044331,7.136521652220069
1044333,6.8893656267836025
1045041,6.734723217839706
1045044,7.044431846903507
1045170,7.342563150524584
1045171,7.450922189210441
1045173,7.520189301511216
1045288,7.0659847255473585
1045291,7.470184360563487
1045294,7.3690902558742755
1045297,7.566139822817141
1045300,7.4314079747316875
1045440,7.4444179490539355
1045505,7.58109392893179
1045506,7.39321201843554
1045552,7.396417792209019
1045553,6.947293855951088
1045657,6.978230808827849
1045660,6.739549381067363
1045797,7.254687065879339
1045850,6.315597390505592
1045851,6.383555480633523
1047144,6.845131471619556
1047147,6.760105311679398
1047310,6.937687017382673
1047312,7.282004636325999
1047409,6.77548739827038
1047414,6.75806049718366
1047418,6.675159727162736
1047426,7.018117239567428
1047437,6.6785271324788535
1047440,6.393351700611871
1047581,6.723348895496269
1047583,6.955657583002848
1047667,7.308410489334816
1047804,7.159548372954903
1047809,7.507034501709708
1047812,7.35129402764082
1047815,7.438454195899736
1047881,7.194199930190341
1047885,7.02574926501223
1047889,6.97793694847542
1048127,7.423167250348944
1048132,7.4270734970157
1048166,6.83648885742844
1048306,6.573909457098826
1048370,7.056929411409454
1049328,7.164402430086837
1049635,7.423730453430026
1049651,7.243247427855139
1049653,7.303805883337591
1049655,7.384542167672044
1050552,7.2864766667911125
1050703,7.250051072721918
1050781,7.3108782286131735
1050832,7.152439423165335
1051187,7.442309983103353
1051189,7.1400466693614515
1051516,7.270856378331144
1051529,7.204689099993927
1051530,7.219446199161463
1051755,6.8483262862726875
1051756,7.13554011029256
1051789,7.317187336712221
1051793,7.27041230695049
1052131,7.305592073870207
1052133,7.18939320260758
1052231,6.439181383764878
1052232,6.485151157055285
1052312,7.3594096326546055
1052317,7.231322373936072
1052380,6.905694822669031
1052386,7.015029831923237
1052389,6.82908556136316
1052434,7.182523801958055
1052481,6.922581715313492
1052483,6.8527214097043245
1052485,7.112770827720704
1052555,7.351541139636729
1052557,7.099118418676608
1052594,7.1515033607089755
1053140,7.3652891811954495
1053227,7.3997989548296745
1053233,7.4144351589888915
1053288,7.114632418746969
1053292,7.198453164686144
1053294,7.101646115192788
1053412,7.195379334371224
1053551,6.93812532207062
1053562,7.413363867731559
1053819,7.205171147276423
1053821,7.138504292939276
1053823,7.333410961733272
1053976,7.127791502717215
1053981,7.229199662008013
1053986,7.016067597338819
1053991,7.194113452392213
1053996,7.013775964812397
1054001,7.3426307218807185
1054005,6.923923385793324
1054009,7.38463320163027
1054013,7.06857940808247
1054017,7.223875764202759
1054021,7.197983622063985
1054024,6.996090820817477
1054027,7.193531142622397
1054029,7.363454132213354
1054030,7.312936138615427
1054032,7.022390397319178
1054033,7.01131227009207
1054038,7.286954460280967
1054328,7.409608798718206
1055411,7.178355769597211
1056389,7.021954452425939
1057056,6.8604014363395365
1057281,7.159801452804747
1057954,7.055021561298462
1058301,6.869564284617294
1058538,6.693441324933349
1060520,6.799257629211881
1061377,7.067320328890299
1061579,7.3884750299627955
1062743,6.856147695882499
1062746,6.964021550621689
1063009,6.256036294778381
1064488,6.541029829387744
1064554,6.713774766311383
1065010,6.967415368580324
1065014,6.296536815488638
1065050,6.600673427784486
1066131,7.023619622662352
1066132,7.12242726944693
1067793,7.205760623617313
1067962,6.866677293329828
1068477,6.925452849521642
1069002,6.206109511483769
1069347,7.053150749318992
1069455,6.757966116138445
1069488,7.27435537012445
1069492,6.903523137911873
1069493,6.9955176264992955
1069495,7.0612627794222345
1069497,7.265048343767752
1069587,6.818545612256724
1069591,6.640403556898351
1069929,6.566127357575062
1070022,7.062679516834823
1070861,6.520864378832211
1071515,6.174244328243479
1071517,6.086194745985596
1071518,6.4150486609264785
1071522,6.984402555945503
1072417,6.886909683633124
1072419,7.315934355855193
1072650,6.930093196245743
1072653,7.0472626101392155
1073141,7.132831093029617
1073143,7.280849476665971
1073324,6.449658692318866
1073522,7.228258692408118
1073525,7.320809765057051
1073532,7.202519073731171
1073535,7.23078390493604
1073538,6.987452675949261
1073652,6.941075389762273
1073834,7.157828629694486
1073959,6.9400234258314395
1074141,6.869031422182034
1074737,7.128587147419312
1074897,7.0936045906229035
1076396,6.948905195476883
1079049,6.867963350331108
1080660,6.73753056480826
1083336,7.06465925994615
1085248,6.329205051071603
1085252,6.347637606036066
1085255,6.249746840529683
1088187,6.707747739883853
1089002,7.221985135155557
1090375,6.9743553021574485
1091330,6.8307023973959105
1094076,6.967254726295578
1094306,7.322017281087343
1094310,7.44997245832205
1094592,6.9869712157505885
1094595,7.383173158326482
1094597,6.861991086100716
1095433,6.639350865440971
1109843,7.10362969252033
1109846,7.105665087382052
1110671,7.0167200549013575
1110674,7.107113547927495
1110677,6.767292360471094
1111103,6.48752949045316
1113015,6.997111091279158
1113019,7.265231039333696
1113580,6.915999768582633
1118091,6.695851208329758
1118528,6.632891644776211
1118819,6.852242816917647
1119924,6.977063475824901
1120545,7.134904575603281
1120547,6.8724637412346965
1120550,7.0706828679562035
1120713,6.9335483888622695
2000770,7.298588730067493
2001868,7.142168718241938
2003630,7.407898453075276
2003888,6.8429789357893895
2003954,6.858080139787535
2004090,7.022094322186919
2004244,7.349209221189418
2004245,6.797168281338836
2004246,6.626316880999066
2004247,6.5093659597680995
2004669,7.373919090155686
2005044,6.857998113638731
2005744,6.913157943160941
2005747,7.362544224098723
2006165,6.725054368928072
2006166,5.978485178131695
2006167,7.169363066700765
2006168,6.124437927451523
2006393,6.319414481164209
2007153,6.892632486163465
2008103,6.945396317869437
2014001,7.357578693838255
3000003,6.692707979207538
3000292,6.754685802961782
3000307,6.760091024256325
3000358,7.284852345654257
3000395,6.789184630256776
3001028,6.650853833420394
3001029,6.602755346200853
3001030,6.599199947197425
3001077,6.816399044177929
3001302,6.7879197992919265
3001305,7.350870786254115
3001306,6.750581729043822
3001460,7.299283533486203
3001534,6.635119062405813
3001535,6.40782596143022
3002095,6.508855345794885
3002108,6.536016700353857
3002973,6.9371032974506095
3002974,6.940348909298217
3002975,7.4423366519479295
3002978,7.362044367115089
3002979,6.804567898011485
3003327,6.663579579387553
3003663,7.365848570758059
3003757,6.860687503511732
3003758,6.874390890073755
3003759,7.110455286139365
3020801,7.370782940542838
4000095,7.42852685915157
4000213,7.246670895329649
4000217,7.1139598531316794
4000462,7.07617826399408
4000464,7.131611817893159
4000517,7.438297370221431
4000518,7.880592111548406
4000520,7.046780813807831
4000521,7.309817817011553
4000601,7.439040256795171
4000635,7.1285400495068485
4000637,7.3741022536563126
4000638,7.548438534249186
4000639,6.6311548398681035
4000640,6.718229836712336
4000743,7.427423989259847
4000893,7.593289550071038
4000901,7.2985327767992985
4000937,6.64708255359049
4000941,6.684129443440991
4000959,6.8375834490245815
4000962,7.399244893370759
4000964,6.727552658291024
4000965,7.303240741354786
4000966,7.201157172973194
4001277,7.190036867457996
4001280,7.166972078881881
4001281,6.806190028484705
4001282,7.186236593548518
4001283,7.249506506493593
4001284,7.2713018542884225
4001285,7.647799340749676
4001407,7.12841349836884
4001442,6.661547227728537
4001448,7.173482137157371
4001451,7.419323379213565
4001613,7.619243431868071
4001627,6.6491724929729425
4001631,6.804499540409305
4001632,7.478343658875438
4001633,7.063186831703843
4001949,7.156732393572528
4001978,7.169136399590978
4001979,7.022156275685521
4001980,6.457597152726995
4001981,7.111022981348818
4002031,6.423890908071538
4002047,7.194290135445707
4002048,7.02513249248182
4002049,6.7425164235922495
4002066,7.309336715592097
4002120,6.528174796702201
4002124,7.067426382955639
4002125,7.630476485990469
4002126,6.932203397241163
4002189,7.530483266591077
4002190,6.955830288513331
4002208,7.270819564971977
4002209,7.036729428166935
4002265,6.995042595388496
4002483,7.325552834891827
4002485,6.846008547768957
4002535,7.4984010792227735
4002542,7.40804501077014
4002543,6.732893262783116
4002544,6.669355080268919
4002546,7.695125962000641
4002547,7.452954810190286
4002548,6.734541834130441
4002639,6.998621657138632
4002666,6.592112223914451
4002667,7.014022059044039
4002668,7.310423045158834
4002753,6.68255546999912
4002773,7.2945566467931595
4003004,7.244405611392552
4003082,6.867233429177455
4003083,7.30174855155045
4003084,7.243158611724775
4003179,6.896311211063939
4003383,7.2608029616767364
4003384,7.363092320821556
4003532,7.5774428141685135
4003559,7.163068711240578
4003567,7.2735975206336825
4003585,7.16725159042084
4003609,7.1667541818223235
4003610,7.374395259807879
4003611,6.746764422000063
4003736,7.448582482669737
4003737,7.537354854559292
4003738,7.482673049218954
4003739,7.440511781576798
4003847,7.328317784021923
4004172,7.095267271687113
4004173,7.095267271687113
4004174,6.931741376930781
4004405,6.829208676007648
4004444,7.1465870449989355
4004471,7.261205760344025
4004472,7.309439655303392
4004473,7.59731454240779
4004527,7.122313986527846
4004590,6.5029229003230435
4004591,6.504987455125468
4004646,7.42032268944435
4004677,6.956332894282882
4004711,7.183203116793518
4004719,7.168320740211861
4004720,6.941888009650111
4004865,7.134007646471461
4004885,7.657064808735253
4004887,6.712317373226958
4004912,7.120684756535025
4004913,7.05393483153986
4005175,6.862296863306398
4005201,6.838222992785208
4005202,7.41436577514061
4005262,6.779365874302465
4005265,7.04324853441902
4005266,7.205530717492111
4005267,7.2267985354988875
4005413,7.035237449505175
4005414,7.1339049214181225
4005691,6.939466430208761
4005692,7.180774969885066
4005697,7.133779281322928
4005698,6.961735382958464
4005762,7.338569461618724
4005763,7.389060651221614
4005796,7.029047529301334
4005804,7.300451035452585
4005899,7.383498545817956
4005950,7.345673640925587
4005955,7.073586988020993
4006144,7.134524094623437
4006148,7.059527222025518
4006149,7.1203441126367055
4006181,6.405414372839783
4006222,7.240672994701911
4006272,7.4685450923480845
4006273,7.436624491744571
4006323,7.041824110322078
4006344,7.339429040009554
4006370,7.1838618889081705
4006445,7.445849403333687
4006449,7.585590546350672
4006482,7.046632366002748
4006483,7.402733732411601
4006484,6.866745258326407
4006485,7.605469772471409
4006486,7.577219128541955
4006518,7.263235106767298
4006859,7.248184258720524
4006959,7.3551190552340415
4006960,6.688151820316547
4006980,7.5782864259225216
4006996,7.21925922092162
4007054,7.319798907702202
4007088,7.190243573838769
4007110,7.390696200506591
4007111,7.160967551037888
4007125,7.203544271840633
4007151,6.83544526509324
4007154,6.4144346391035985
4007321,7.380399612715085
4007325,6.954989345952691
4007326,7.295620359884818
4007403,7.0630618060284
4007408,7.265488075243025
4007409,7.037977754336629
4007410,7.3413900937220795
4007411,7.249630059933993
4007412,7.195764636194849
4007559,7.222738238761069
4007614,7.03674921229968
4007687,7.475697150348313
4007968,7.363763343590549
4007996,6.860739725571124
4008021,7.539285884393743
4008076,7.041178568036047
4008077,6.732488328588551
4008430,7.2847627651583915
4008694,7.315699245445666
4008804,6.980385679129424
4008881,6.330448285137511
4008882,7.020642837152433
4008883,6.34441145527217
4008884,6.573277249082339
4008920,6.8857364166162105
4009046,7.296832176601169
4009047,7.375859658132673
4009236,7.221941277856477
4009331,7.31204527373426
4009333,7.243213153629178
4009334,7.28636280343156
4009582,7.254979138713679
4009584,7.335793390998911
4009586,7.1965955440035945
4009588,6.285570588492944
4009592,6.7950714099920955
4009594,7.327720038929831
4009756,7.3198300170591555
4009948,7.283365862648694
4010229,7.431449825440605
4010239,7.5562679197882625
4010259,7.133631114333149
4010368,7.447812326467034
4010516,7.104050368503391
4010519,7.528792809678816
4010520,7.017815311885362
4010521,7.26768598647971
4010621,7.24436144143854
4010757,6.461171610789103
4010758,6.602543681880178
4010908,7.621884376503487
4010909,7.444366294643163
4011266,7.351174817617448
4011404,7.130368232691713
4011568,7.323932704087301
4011811,7.438970266801263
4011814,7.213491293503407
4011816,7.311182300211333
4011818,7.4451844018024635
4011863,7.26883951316969
4011864,6.950703805853851
4011865,7.423359663053529
4011866,7.396377129883379
4011871,6.609166911334429
4011872,7.259782252323002
4011873,7.456179888789536
4011874,7.517606831447582
4011875,7.1767345018129545
4012069,6.60085913320436
4012071,7.299066259297988
4012073,7.165840623809475
4012198,7.306353632682647
4012200,7.464392680656586
4012264,7.25421407977251
4012265,7.513207472590077
4012292,7.229109106771098
4012293,7.508342148671025
4012514,7.135935087201582
4012515,7.519047964442504
4012516,7.334311619284962
4012517,7.348378388229384
4012518,7.4337792171896115
4012519,7.051790627190373
4012520,7.31537243629558
4012521,7.264081580471875
4012951,6.6945682274700165
4013699,7.2286158172276185
4013702,7.291746320157208
4014080,6.87180718194553
4014106,6.841475896858032
4014107,6.943214960881737
4014110,6.984069607630176
4014206,6.964675184414477
4014234,7.02617656143224
4014262,7.252907694933332
4014308,7.120480275077336
4014316,7.180351211907599
4014747,7.265252602838072
4015361,7.3160582968085475
4015364,7.315805635284225
4015365,7.567207929620638
4015367,7.402166711073815
4015369,7.474010922563772
4015534,7.098660584090473
4015718,7.315911014348383
4015925,7.357978345429392
4016300,7.496064645153531
4016636,7.486211067908481
4017403,7.263994857207538
4017408,7.231996842622955
4018126,7.270610891304946
4018896,6.31571846325251
4019653,7.285368478726708
4019683,7.231488086407497
4019770,7.294888361744453
4019773,7.363095147386542
4020242,7.3815434280029075
4020245,6.969081833306337
4020428,7.27604328289945
4020435,7.315142671105656
4020437,7.388590540146404
4020439,7.35559461107701
4020441,6.62310081144683
4020443,7.2288474606170805
4020445,6.538473938820026
4020448,7.300892678417126
4020450,7.34554818709941
4021116,7.034036306223066
4021341,6.913317676677076
4022594,7.166957002827655
4023393,7.375141144431365
5000741,7.399194896949743
5001009,7.322949477933307
5001013,6.909749388086603
5001460,6.899051086289276
5001775,7.29967227750637
5001776,7.081219814633369
5001780,6.32553536951654
5001781,6.32553536951654
5001782,6.604064605334466
5001783,6.714280999935608
5002221,7.103391816542903
5002251,6.302924675139149
5002252,7.344268752055162
5002803,7.36746757658364
5002804,7.220935139574453
5003140,7.009497118808012
5003145,7.037362647114653
5003146,7.401412163278936
5003147,7.298074296636276
5003148,7.040990830925563
5003149,7.079409972297637
5003150,7.233772155570282
5003151,7.525024084149943
5003330,7.156469591646053
5003995,7.386721679493182
5004043,7.467313177246515
5004044,7.521921350317753
5004045,7.4853113235958775
5004046,7.4853113235958775
5004075,6.990477087095818
5004205,6.920867442161798
6000786,7.201386265953257
6001564,7.252092396951262
6002090,6.727462812381294
6002188,7.475588699752252
6002212,6.51707196653371
6002269,6.855624992194821
6002460,7.120242684665346
6002838,6.954706342345867
6002839,6.905905219929082
6006567,7.0595731301295075
6006652,6.860555548007481
7000001,7.218672851860917
7000002,7.241459845710235
7000049,6.89009766676665
7000629,7.381499392206461
7001463,7.418776539419819
7001861,7.253199377870488
7001862,7.247531114162162
7001863,7.140428540026382
7001963,7.199212110635603
7002071,6.828915584461172
7002072,7.00901363057802
7002073,6.845993052646983
7002074,6.537556282504386
7002075,7.00901363057802
7002076,7.0432984570738535
7002182,7.095125684489104
7002373,7.445788913962937
7002489,7.091173364699958
7002533,7.0573988175829925
7002568,6.470997055049752
7003083,7.369910842848712
7003436,6.955399861511964
7004673,7.348467123834998
7004674,7.229750441841322
7004675,7.527719660110906
7004866,6.687026759397912
7004867,6.75601091727436
7005521,7.236946926196856
7006063,7.364925021163498
7006511,7.075760847492137
7007046,7.2564260913859036
7007047,7.3713892408628325
7007048,7.293522615083192
7007246,7.197794757564535
7007336,6.914797411278189
7007337,6.798814891617833
7007506,6.658948608152622
7007913,7.370958954395135
7008440,6.996681786542607
7008441,7.113035793720158
7008661,6.4894739662073055
7008688,7.054809216782241
7008698,7.128032157156522
7009355,6.622781824270345
7009356,7.103568839190403
7009534,7.131669811327741
7011456,7.238248206565505
7012308,7.113780305305615
7012316,6.636371464591157
7012317,7.376408709291809
8001021,7.412465899166658
8001468,7.282954381162075
8002331,6.176719456491191
8002351,7.12464509123401
8002352,7.155892955130478
8003084,7.598396284727454
8003167,7.382717113015563
8004132,7.545517606105701
8004297,7.33520014597425
8005657,7.176279208488943
8006498,6.779246567193692
8006499,6.874691185292256
8006500,6.871998797148011
8006628,6.802046731733489
8007250,6.69731131382338
8007457,7.10826132285886
8007513,6.743599407708288
8007712,6.492900246190962
8007713,6.579352831576273
8007785,7.338430621240326
8010951,6.5402197072317145
8015068,6.815960379593049
8015099,7.136941579701976
8015100,6.6418814370239065
8015428,6.9638880608424785
8015463,6.837666710095935
8015464,6.631035089888437
8015465,6.837666710095935
8015584,6.430100910104429
8015585,6.260296402422274
8015586,6.7159180510391385
8015695,7.355142713408682
8015696,7.253735244195693
8016050,6.521910236085834
8016051,6.644290344252978
8017248,7.025960103214204
8017284,7.226674714252769
8017397,7.395897966767899
8017398,7.473342655090191
8017399,7.230546557661087
8017402,7.160099751327436
8017403,7.160492554998876
8017404,7.226188800627886
8017882,7.504407690268544
8017883,7.518821196047466
8017888,7.504407690268544
8017889,7.5088774124508895
8017890,7.634931992792351
8017891,7.524274446376478
8018902,7.6538971106937606
8019055,7.412787944692144
8019559,7.584958200606298
8019560,7.531954808930792
8020570,7.309264637084933
8020763,7.500746347442962
8020766,7.551653444045428
8021204,7.394321034850399
8021205,7.31850855413192
8021406,7.144072022433706
8022240,7.469342289928528
8024886,7.149201649323342
8045764,7.072823206362376
8047213,7.484560141348563
8047218,7.377706170129429
8047223,7.4418279122541895
8047228,7.3734667247797425
8047231,7.464251038271529
8047233,7.464194446919708
9000193,6.686546427849854
9000387,7.510972379891482
9001465,7.297793345172307
9001780,7.111039115812344
9001781,7.100838501771456
9001782,7.144145119138834
9002710,7.226932162516261
9002739,7.401796918650142
9003655,7.215039046137834
9003659,7.075511518048363
